X1,X2,X3,X4,X5
0.0,0.0,0.0,0.0,0.0
-0.0237391961206669,0.18720056804723043,-0.0019442140899548193,-0.09325916565610812,-0.129494247447986
-0.027129287759108202,-0.09667149477569345,-0.03739110718070619,0.11583657046949225,0.003252410194144656
-0.03183171608534656,-0.115421089094514,-0.0611804107475154,0.2586996567244055,0.0949414246764638
0.06869161623623911,-0.10223109247400212,-0.08221108920929865,0.13148788591995736,0.19255782273341462
-0.1416535668834984,0.09419206717784076,-0.15373445861878346,0.21440026500402895,0.26370181112387236
-0.09206025525447427,0.04378652756364852,-0.040620984576822665,-0.05512384577489455,0.25785033192821016
-0.11089515354262877,-0.0727759020542285,-0.033966092598223044,0.04877898032861805,1.0302454919329027
-0.04142521628559308,-0.0298921892460162,-0.11634108305273706,0.08680740156774594,0.6755314556620323
-0.10001044719266354,-0.21327256125502514,-0.1951736465775621,-0.10200196202266518,0.5566312626986513
-0.1139591005822922,1.5120682405621961,-0.17806079831904698,-0.1566903218482808,0.3560690955667334
-0.1320901797663155,0.9565716028825006,0.6430812413345991,-0.08411513662395491,0.08540043007058694
-0.15377259412725863,0.7123386538069713,0.9063491303632416,0.17299818013765594,-0.06191269740187917
-0.22730686281043325,0.44296198758559036,0.8760495024320856,1.1350082639693824,0.017715248177667973
-0.3681165788303312,0.35189759908385276,0.6285964940891458,1.0600143121846302,0.5940560424767477
-0.12189352637123302,0.020561587227923138,0.5106293193392459,0.8570745415887924,0.9000716249553454
0.03010996538102928,-0.08415863126927142,0.19917270895314224,0.7852185448638818,0.7404939469961429
0.17808020382098774,-0.06868361681678192,0.05705075594290578,0.36535678320542264,0.8381080851522513
0.2517699652727829,0.1071082215847299,0.04345221794310246,0.1892604674610869,0.5765982862110515
0.09182528433917403,0.1306527953968343,0.12104786520680008,0.10874078420218414,0.5892936291475774
0.11164043781017828,0.12055684876762729,0.35342646005853756,0.15674770130994653,0.3831174062966361
0.2641450071158178,0.23703143922598752,0.4186004334374639,0.26366176299615013,0.4282032946431008
0.03961655907383635,0.3262775074733365,0.31204354050631533,0.22111916970914516,0.5448419001088968
-0.15328154114791617,0.020342476407114535,0.3554081698703561,0.33280854322012604,0.5424404187359989
-0.0331007771505948,0.09855873192806516,0.2578996184749772,0.3331383748160178,0.45385110304288856
-0.051392662904137486,0.07544268073891952,0.06849458834485536,0.3220873408672888,0.4236183431204617
-0.00841134824415547,0.05258084677876283,-0.1732578255896859,0.07980230748736195,0.3940732773162084
-0.011436439600676201,0.05412289966956491,-0.03010366037229726,0.07958955993452288,0.30590869859436964
-0.16791785497422163,-0.10895984759271726,-0.2594745272189201,0.11981830916147759,0.37518981089556624
-0.20033180637352643,-0.16292949408841173,-0.15998381879750745,0.09698249944626278,0.26292561694462374
0.014894021011828601,-0.16089312871172678,-0.04613213780011399,0.04546069315520847,0.18278907186601545
-1.0472926910550497,0.05832624856614328,-0.01573011640790903,-0.05286003809516973,0.10115173003713927
-0.9061921941150916,-0.23948744808415287,0.10990442210373244,-0.04428986718699861,-0.155184077318969
-0.8514211186936052,-0.5548407961008033,0.06865305109620334,0.14638144406044815,-0.26342376310150584
-0.5974666089490173,-0.5938323821682915,-0.2712323831574086,-0.06672491133759953,-0.2557676735367877
-0.30595885778450993,-0.7394056489301817,-0.4448235133179956,0.3955889616100648,-0.41644157206538707
-0.16540387295682757,-0.4912901293107328,-0.621183811927193,0.09685073751537587,-0.14519823474446764
-0.160451058138846,-0.40850276156603094,-0.6377868779478117,-0.3898725414735511,-0.21518323360361055
-0.13146902308852149,-0.3035346798927273,-0.7514250687610011,-0.5488160946060933,-0.3519230143525181
-0.040569417092911106,-0.11424490991346242,-0.44234444786681326,-0.7324178513525931,-0.5854968777580264
0.029551848189947633,-0.13950269641899402,-0.40110008080250026,-0.3209596349210656,-0.7566933622114139
-0.04196612453589105,-0.29109388419961524,-0.18516117937286428,-0.4678374870295805,-0.605723409192609
