X1,X2,X3
0.0,0.0,0.0
-0.12608839543350453,0.09178619470547761,0.21221561970126335
0.014984649251661528,-0.15990947748886705,0.13684200438645022
0.13718036939482534,-0.15922030842936757,0.07620755488959118
0.17348966391931142,-0.11963504751801617,-0.016295370555213223
-0.20268396926338927,-0.08747496068458298,-0.08451759353517176
-0.2666570966808574,0.00941416935071912,-0.23716643754451672
-0.4269704289683746,0.016447282176614342,-0.30583705365881797
-0.1825629250623662,-0.20259353907626002,-0.30565788979532194
-0.08158370011732927,-0.1929316164195921,-0.3550196262031088
-0.09563994976830648,0.08115381951514367,-0.25947331745790836
0.0916537167767207,-0.12290923305775195,0.0641335430511483
-0.13105117820854573,-0.043097190949849144,0.05456150756116065
0.2187219157529733,-0.11219612870990989,-0.028345914553010523
0.09416886533266014,0.12700349035264322,-0.029019043074566597
-0.0033727537932033286,0.21324651442124107,0.06121801807652161
0.8758250030313213,0.04336203066393571,0.07213311440236458
0.687806862634251,0.5249667464573685,0.06574783295081468
0.4931975421748538,0.7866499687703891,0.1968530427649347
0.39994801763940135,0.698369487106271,0.43068899712088793
0.3898412975463,0.7015373359822662,0.6621810564271938
0.40343678899784285,0.6179434345257857,0.8123369710214385
0.2513790766391444,0.604901090463237,0.8027989480885529
0.1856649501466729,0.5481458951412057,0.7220976315239346
0.33920419267121704,0.3211182740080897,0.6033078388444633
0.3532540222198587,0.44143933013675585,0.6131747784995757
0.3101123664803291,0.4402659319072914,0.5160726398558222
0.14936248538501917,0.5167277157263145,0.06109882004351247
0.022004020090262255,0.3525792879629989,0.29075340574854697
-0.04096964121721392,0.14032754326628732,0.36892782035837374
0.1942722535716098,0.016607874789333156,0.33758548529314014
-0.008817856649605549,-0.03364552577825074,0.17110856749568776
-0.02751721482590861,0.006494512768047245,0.2538534086306363
0.06650391194206592,-0.02585575274846867,0.17839357035839545
0.04470142476020715,-0.011127359570062029,-0.9702575086039998
-0.05143209702308729,0.0676089480621836,-0.5303573085505668
